Document group,Document name,Code,Segment,Memos,Comment,Other codes assigned to segment
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Search term > drug/substance,", substance", ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Search term > mental,mental, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Search term > Isolat,social isolation, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Risk factors > Substance Use (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Risk factors,"alcohol and/or drug dependence – which is associated with poorer overall health and 
social isolation", ,,"Risk factors > Substance Use (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Risk factors > Substance Use,"alcohol and/or drug dependence – which is associated with poorer overall health and 
social isolation", ,,"Risk factors (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Vulnerable communities,"alcohol and/or drug dependence – which is associated with poorer overall health and 
social isolation", ,,"Risk factors (Weight: 0)
Risk factors > Substance Use (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Risk factors,"inability to adapt behaviour to keep cool – which may include, for example, those 
with Alzheimer’s disease, a disability or mental illness or who are bed bound", ,,"Search term > mental (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Risk factors > Pre-existing mental illness,"inability to adapt behaviour to keep cool – which may include, for example, those 
with Alzheimer’s disease, a disability or mental illness or who are bed bound", ,,"Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Vulnerable communities (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Vulnerable communities,"inability to adapt behaviour to keep cool – which may include, for example, those 
with Alzheimer’s disease, a disability or mental illness or who are bed bound", ,,"Search term > mental (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)"
WPRO,New Zeland. Heat-Health-Plans-Guidelines. 2023,Search term > mental,mental, ,,"Risk factors (Weight: 0)
Risk factors > Pre-existing mental illness (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors,"The elderly, children, pregnant mothers, outdoor workers, those with pre-existing health conditions, the socially isolated and at-risk occupational groups are particularly vulnerable to heat-related conditions as key implications for health", ,,"Search term > Isolat (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Risk factors > Social Isolation,"The elderly, children, pregnant mothers, outdoor workers, those with pre-existing health conditions, the socially isolated and at-risk occupational groups are particularly vulnerable to heat-related conditions as key implications for health", ,,"Search term > Isolat (Weight: 0)
Risk factors (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Vulnerable communities,"The elderly, children, pregnant mothers, outdoor workers, those with pre-existing health conditions, the socially isolated and at-risk occupational groups are particularly vulnerable to heat-related conditions as key implications for health", ,,"Search term > Isolat (Weight: 0)
Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > Isolat,socially isolated, ,,"Risk factors (Weight: 0)
Risk factors > Social Isolation (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > resilience,resilience, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > resilience,resilient, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,wellbeing, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Climate change affects people’s physical and psychological health through direct exposure to extreme weather events such as heatwaves, storms, and floods, air pollution, food-, water- and vector-borne diseases, and disruptions to food systems and water security", ,,"Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Climate change affects people’s physical and psychological health through direct exposure to extreme weather events such as heatwaves, storms, and floods, air pollution, food-, water- and vector-borne diseases, and disruptions to food systems and water security", ,,"Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > General impacts on mental health,"Climate change affects people’s physical and psychological health through direct exposure to extreme weather events such as heatwaves, storms, and floods, air pollution, food-, water- and vector-borne diseases, and disruptions to food systems and water security", ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being f, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being., ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Hot ambient conditions and associated heat stress can lead to: 
 Increase mortality and morbidity 
 Increase adverse pregnancy outcomes 
 Effect on mental health 
 Reduce physical work capacity and motor-cognitive performances 
 Increase the risk of occupational health problems", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Hot ambient conditions and associated heat stress can lead to: 
 Increase mortality and morbidity 
 Increase adverse pregnancy outcomes 
 Effect on mental health 
 Reduce physical work capacity and motor-cognitive performances 
 Increase the risk of occupational health problems", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > General impacts on mental health,"Hot ambient conditions and associated heat stress can lead to: 
 Increase mortality and morbidity 
 Increase adverse pregnancy outcomes 
 Effect on mental health 
 Reduce physical work capacity and motor-cognitive performances 
 Increase the risk of occupational health problems", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > mental,mental, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,• irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,• irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Irritability,• irritability, ,,"Search term > irritab (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > irritab,irritability, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Irritability (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > anxi,anxiety, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,anxiety, ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > DSM Classified Disorders,anxiety, ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > DSM Classified Disorders > Anxiety,anxiety, ,,"Search term > anxi (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > Isolat,socially isolated, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Risks for infants 
Fetus response 
External sources (e.g., the sun) 
Personal factors (e.g., metabolism, Level of activity, underlying conditions, clothing 
Sweating (can lead to dehydration), diversion of blood from fetus, placenta, and heart to skin (can lead to problems in fetal development); existing comorbidities, such as diabetes and hypertension, may lead to additional complications. 
Risk of stillbirths and fatal preterm births rise 
Heat stress can manifest as heat-related illnesses in the woman and also affect the development the fetus 
Higher risk of early contraction, high blood pressure, seizures (eclampsia), gestational diavetes and hypertension, and maternal stress 
Higher risk of low birth weight, congenital defects, cardiovascular diseases, neurological dysfunction, and poor mental developm", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Risks for infants 
Fetus response 
External sources (e.g., the sun) 
Personal factors (e.g., metabolism, Level of activity, underlying conditions, clothing 
Sweating (can lead to dehydration), diversion of blood from fetus, placenta, and heart to skin (can lead to problems in fetal development); existing comorbidities, such as diabetes and hypertension, may lead to additional complications. 
Risk of stillbirths and fatal preterm births rise 
Heat stress can manifest as heat-related illnesses in the woman and also affect the development the fetus 
Higher risk of early contraction, high blood pressure, seizures (eclampsia), gestational diavetes and hypertension, and maternal stress 
Higher risk of low birth weight, congenital defects, cardiovascular diseases, neurological dysfunction, and poor mental developm", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > General impacts on mental health,"Risks for infants 
Fetus response 
External sources (e.g., the sun) 
Personal factors (e.g., metabolism, Level of activity, underlying conditions, clothing 
Sweating (can lead to dehydration), diversion of blood from fetus, placenta, and heart to skin (can lead to problems in fetal development); existing comorbidities, such as diabetes and hypertension, may lead to additional complications. 
Risk of stillbirths and fatal preterm births rise 
Heat stress can manifest as heat-related illnesses in the woman and also affect the development the fetus 
Higher risk of early contraction, high blood pressure, seizures (eclampsia), gestational diavetes and hypertension, and maternal stress 
Higher risk of low birth weight, congenital defects, cardiovascular diseases, neurological dysfunction, and poor mental developm", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Vulnerable communities,"Risks for infants 
Fetus response 
External sources (e.g., the sun) 
Personal factors (e.g., metabolism, Level of activity, underlying conditions, clothing 
Sweating (can lead to dehydration), diversion of blood from fetus, placenta, and heart to skin (can lead to problems in fetal development); existing comorbidities, such as diabetes and hypertension, may lead to additional complications. 
Risk of stillbirths and fatal preterm births rise 
Heat stress can manifest as heat-related illnesses in the woman and also affect the development the fetus 
Higher risk of early contraction, high blood pressure, seizures (eclampsia), gestational diavetes and hypertension, and maternal stress 
Higher risk of low birth weight, congenital defects, cardiovascular diseases, neurological dysfunction, and poor mental developm", ,,"Search term > mental (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > mental,mental, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > General impacts on mental health (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > resilience,resilience, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > resilience,resilience, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being, ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,General Interventions ,"Community Preparedness and Engagement Plan 
8.1 Risk Communication and Community Engagement (RCCE) Framework for Heat Stress - ‘B.E.A.T. the Heat’ Framework 
There has been a rising trend in Bangladesh in the occurrence of heatwaves in recent years, significantly affecting various aspects of life, including the impacts on health for at-risk population, notably but not limited to pregnant and lactating women (PLW), children, the elderly, and other vulnerable population such as slum residents, individuals residing in tin sheds or temporary roadside structures without a proper ceiling, rickshaw pullers, street vendors, day labourers, frontline workers, co-morbid patients, and people with disabilities. 
Therefore, robust risk communication and community engagement (RCCE) interventions are essential to beat the heat. The heat stress-related RCCE interventions can follow the B.E.A.T. the heat framework to make the at-risk population aware of the impact of heat and preventive measures, enable communities at large to identify the heat stress-related symptoms, promote actions to act immediately, and take the individual to the health facility or a doctor while showing serious symptoms such as heatstroke. Thus, the B.E.A.T. the heat framework for RCCE interventions stands for: 
 BE AWARE of heat stress and protect yourself: Recognize heat stress and know what actions to take 
 EASILY IDENTIFY the symptoms: Recognize the symptoms of various heat-related illnesses that caregivers, communities and frontline workers need to know 
 ACT IMMEDIATELY to protect: Learn the first-aid actions that caregivers and frontline workers need to take to rebalance body heat in short term; and 
 TAKE to a health facility: If an individual is showing serious symptoms, especially signs of heatstroke, frontline workers, community stakeholders and caregivers should recognize the symptoms immediately and help take the individual to a health facility", ,,
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,General Interventions ,"8.5 Community Action to Reduce the Risk of Heat-Related Illness (HRI) 
Community actions are crucial in reducing the impact of heatwaves on human health. Informed and awared individuals within the community can play a significant role by encouraging everyone to stay hydrated and providing clean drinking water to those in need. Additionally, they can advise people to take regular breaks from work during peak heat hours and establish community cooling centers in neighborhoods to provide temporary shelter for those seeking a break from the heat. 
Furthermore, community members, especially youth groups, can organize themselves to regularly check on vulnerable groups such as the elderly, individuals with special needs, those with co-morbidities, children, pregnant mothers, etc. Their efforts can include raising awareness among the vulnerable population in the community about the impact of heat, ensuring access to life-saving supplies, and being aware of community support available, if assistance is needed to transfer individuals to the hospital. These proactive community actions can significantly mitigate the adverse effects of heatwaves on human health and well-being. 
In the long term, community actions must consider following actions but not limited to increasing green spaces, planting trees, and buildings community spaces with natural cooling features, to help mitigate the heat island effect. In addition, the community can also be involved in developing and implementing heat action plans and ensuring healthcare facilities are prepared for managing increased cases of heat-related illnesses. Continuously educating the different groups of the community on coping mechanisms for heatwaves, engaging in community resilience efforts for heat, and advocating for supporting local initiatives to address heatwaves are also essential for the community to consider as a long-term intervention for 
heatwaves in Bangladesh.", ,,"Search term > wellbeing (Weight: 0)
Search term > cope (Weight: 0)
Search term > resilience (Weight: 0)
Vulnerable communities (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Vulnerable communities,"Furthermore, community members, especially youth groups, can organize themselves to regularly check on vulnerable groups such as the elderly, individuals with special needs, those with co-morbidities, children, pregnant mothers, etc.", ,,General Interventions  (Weight: 0)
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > wellbeing,well-being., ,,General Interventions  (Weight: 0)
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > cope,coping mechanisms, ,,General Interventions  (Weight: 0)
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > resilience,community resilience efforts, ,,General Interventions  (Weight: 0)
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Heat Stroke 
Neurological impairment with core body temperature ≥ 40°C (rectal temperature is gold standard in a pre-hospital environment). Symptoms can involve a coarse muscle tremor, confusion, aggression and loss of consciousness. Sweating may be absent due to dehydration and failure of thermoregulatory mechanisms.", ,,"Search term > aggress (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Aggression (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Heat Stroke 
Neurological impairment with core body temperature ≥ 40°C (rectal temperature is gold standard in a pre-hospital environment). Symptoms can involve a coarse muscle tremor, confusion, aggression and loss of consciousness. Sweating may be absent due to dehydration and failure of thermoregulatory mechanisms.", ,,"Search term > aggress (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Aggression (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Aggression,"Heat Stroke 
Neurological impairment with core body temperature ≥ 40°C (rectal temperature is gold standard in a pre-hospital environment). Symptoms can involve a coarse muscle tremor, confusion, aggression and loss of consciousness. Sweating may be absent due to dehydration and failure of thermoregulatory mechanisms.", ,,"Search term > aggress (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Search term > aggress,aggression, ,,"Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Aggression (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes ,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Psychosis,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Suicide,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > Symptoms or other outcomes > Violence,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > DSM Classified Disorders,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > DSM Classified Disorders > Depression,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Anxiety (Weight: 0)"
SEARO,Bangladesh. National Guideline on Heat-Related Illness_2024,Mental Health Outcomes  > DSM Classified Disorders > Anxiety,"Beyond traditionally recognized heat-related illnesses, many diseases are “heat sensitive,” meaning that they are exacerbated or triggered by exposure to heat. Multiple studies have shown increases in the occurrence and exacerbations of a wide range of conditions during periods of high temperature, including ischemic heart disease, cardiac dysrhythmias, ischemic stroke, asthma and chronic obstructive pulmonary disease, respiratory tract infections, hyperglycemia, kidney failure, neuropsychiatric disorders (e.g., psychosis, suicides, homicides, anxiety, and depression), and adverse birth outcomes, such as preterm delivery and small-for-gestational-age infants", ,,"Search term > suicide (Weight: 0)
Search term > anxi (Weight: 0)
Search term > depress (Weight: 0)
Search term > psych (Weight: 0)
Mental Health Outcomes  (Weight: 0)
Mental Health Outcomes  > Symptoms or other outcomes (Weight: 0)
Symptoms or other outcomes > Psychosis (Weight: 0)
Symptoms or other outcomes > Suicide (Weight: 0)
Symptoms or other outcomes > Violence (Weight: 0)
Mental Health Outcomes  > DSM Classified Disorders (Weight: 0)
DSM Classified Disorders > Depression (Weight: 0)"
